,TP_SITUACAO_FUNCIONAMENTO,IN_VINCULO_SECRETARIA_EDUCACAO,IN_VINCULO_SEGURANCA_PUBLICA,IN_VINCULO_SECRETARIA_SAUDE,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,TP_RESPONSAVEL_REGULAMENTACAO,IN_LOCAL_FUNC_PREDIO_ESCOLAR,IN_LOCAL_FUNC_UNID_PRISIONAL,IN_LOCAL_FUNC_PRISIONAL_SOCIO,IN_AGUA_FILTRADA,IN_AGUA_POTAVEL,IN_ENERGIA_REDE_PUBLICA,IN_TRATAMENTO_LIXO_SEPARACAO,IN_TRATAMENTO_LIXO_REUTILIZA,IN_TRATAMENTO_LIXO_RECICLAGEM,IN_TRATAMENTO_LIXO_INEXISTENTE,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO,IN_COZINHA,IN_SALA_ATENDIMENTO_ESPECIAL,QT_SALAS_EXISTENTES,IN_EQUIP_FAX,IN_EQUIP_FOTO,QT_EQUIP_FAX,QT_EQUIP_FOTO,QT_COMP_ALUNO,QT_COMPUTADOR,QT_COMP_ADMINISTRATIVO,IN_INTERNET,IN_INTERNET_ADMINISTRATIVO,IN_ACESSO_INTERNET_COMPUTADOR,IN_ACES_INTERNET_DISP_PESSOAIS,IN_BANDA_LARGA,QT_FUNCIONARIOS,IN_PROF_ADMINISTRATIVOS,IN_PROF_SERVICOS_GERAIS,IN_PROF_FONAUDIOLOGO,QT_PROF_FONAUDIOLOGO,IN_PROF_NUTRICIONISTA,QT_PROF_NUTRICIONISTA,IN_PROF_ALIMENTACAO,IN_PROF_PEDAGOGIA,IN_PROF_SECRETARIO,QT_PROF_SECRETARIO,IN_PROF_GESTAO,QT_PROF_GESTAO,IN_PROF_ASSIST_SOCIAL,QT_PROF_ASSIST_SOCIAL,IN_SERIE_ANO,IN_PERIODOS_SEMESTRAIS,IN_GRUPOS_NAO_SERIADOS,IN_MODULOS,IN_FORMACAO_ALTERNANCIA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_INFANTIL,IN_MATERIAL_PED_CIENTIFICO,IN_MATERIAL_PED_DIFUSAO,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_JOGOS,IN_MATERIAL_PED_ARTISTICAS,IN_MATERIAL_PED_DESPORTIVA,IN_MATERIAL_PED_INDIGENA,IN_MATERIAL_PED_ETNICO,IN_MATERIAL_PED_CAMPO,IN_MATERIAL_ESP_NAO_UTILIZA,IN_EDUCACAO_INDIGENA,TP_INDIGENA_LINGUA,IN_RESERVA_PPI,IN_RESERVA_RENDA,IN_RESERVA_PUBLICA,IN_RESERVA_PCD,IN_ESPACO_ATIVIDADE,IN_ESPACO_EQUIPAMENTO,IN_ORGAO_ASS_PAIS,IN_ORGAO_ASS_PAIS_MESTRES,IN_ORGAO_CONSELHO_ESCOLAR,IN_ORGAO_GREMIO_ESTUDANTIL,IN_ORGAO_OUTROS,IN_ORGAO_NENHUM,TP_AEE,IN_MEDIACAO_PRESENCIAL,IN_MEDIACAO_EAD,IN_REGULAR,IN_DIURNO,IN_NOTURNO,IN_EAD,IN_BAS,IN_INF,IN_INF_PRE,IN_FUND,IN_FUND_AI,IN_FUND_AF,IN_MED,IN_EJA,IN_EJA_FUND,IN_EJA_MED,IN_ESP,IN_ESP_CC,QT_MAT_BAS,QT_MAT_INF,QT_MAT_INF_CRE,QT_MAT_INF_PRE,QT_MAT_FUND,QT_MAT_FUND_AI,QT_MAT_FUND_AF,QT_MAT_MED,QT_MAT_PROF,QT_MAT_PROF_TEC,QT_MAT_EJA,QT_MAT_EJA_FUND,QT_MAT_EJA_MED,QT_MAT_ESP,QT_MAT_ESP_CC,QT_MAT_ESP_CE,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_BRANCA,QT_MAT_BAS_PARDA,QT_MAT_BAS_0_3,QT_MAT_BAS_4_5,QT_MAT_BAS_6_10,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_MAT_BAS_18_MAIS,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_INF_INT,QT_MAT_INF_CRE_INT,QT_MAT_FUND_INT,QT_MAT_FUND_AF_INT,QT_DOC_BAS,QT_DOC_INF,QT_DOC_INF_CRE,QT_DOC_INF_PRE,QT_DOC_FUND,QT_DOC_FUND_AI,QT_DOC_FUND_AF,QT_DOC_MED,QT_DOC_PROF,QT_DOC_PROF_TEC,QT_DOC_EJA,QT_DOC_EJA_FUND,QT_DOC_EJA_MED,QT_DOC_ESP,QT_DOC_ESP_CC,QT_DOC_ESP_CE,QT_TUR_BAS,QT_TUR_INF,QT_TUR_INF_CRE,QT_TUR_INF_PRE,QT_TUR_FUND,QT_TUR_FUND_AI,QT_TUR_FUND_AF,QT_TUR_MED,QT_TUR_PROF,QT_TUR_PROF_TEC,QT_TUR_EJA,QT_TUR_EJA_FUND,QT_TUR_EJA_MED,QT_TUR_ESP,QT_TUR_ESP_CC,QT_TUR_ESP_CE
QT_TUR_INF_CRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9173492960677943,,,,,,,,,,,,,,,,,,0.9032317624272889,,,,,,,,,,,,,0.752892413169726,0.8715815207479691,,,,,,,,,,,,,,,0.7695705884498711,,,,,,,,,,,,,,
QT_TUR_INF_PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8481673509034992,,0.9575668470903936,,,,,,,,,,,,,,,,,,0.9441767917866293,,,,,,,,,,,,0.7803576333728638,,0.9421632177257739,,,,,,,,,,,,,,0.8954943704232363,,,,,,,,,,,,,,
QT_TUR_FUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9634757681276714,0.7527138491302638,,,,,,,,,,,,0.7823446785858768,,,,,0.754727813371168,0.8016970761257133,,,0.7528401040481144,,,,,,,,,,0.9523406968760346,0.7517159008463801,,,,,,,,,,,0.8137959743095395,,,,,0.7571413681346064,,,,,,,,,,
QT_TUR_FUND_AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9667765411672143,,,,,,,,,,,,,,,,,0.963973724701934,,,,,,,,,,,,,,,0.970662863061234,,,,,,,,,,,,,,,0.7571413681346064,,,,,,,,,,,
QT_TUR_FUND_AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8213631063400947,,0.9685996056308553,,,,,,,,,,,,,,,,,0.9470168221672318,,,,,,,,,,,,,0.8182480995970882,,0.9594971664896267,,,,,,,,,,,,,,,,,,,,,,,,,
QT_TUR_MED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9857512049471872,,,,,,,,,,,,,,,,,0.8741993456057069,,,,,,,,,,,,,,,0.9255530195908513,,,,,,,,,,,,,,,,,,,,,,,,
QT_TUR_PROF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9824138554155858,0.9616952409254864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9215853421037701,0.9066483387957375,,,,,,,,,,,,,,,,0.9755853117968659,,,,,,
QT_TUR_PROF_TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9622188203167273,0.9857091461851211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9213712206626267,0.9298512963756268,,,,,,,,,,,,,,,0.9755853117968659,,,,,,,
QT_TUR_EJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9184885810330423,0.8684010086886409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8560339327540554,0.8478889697889213,,,,,,,,,,,,,,,,0.9360904700508514,,,,
QT_TUR_EJA_FUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8048783483683164,0.9188873449580902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8786837427708082,,,,,,,,,,,,,,,0.9360904700508514,,,,,
QT_TUR_EJA_MED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8149456428656993,,,,,,,,,,,,,,,0.9717602057825461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9120020135082355,,,,,,,,,,,,,,,,,,,
QT_TUR_ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8098820774487322,0.8137243272536407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8272695423038975,0.8265288545895979,,,,,,,,,,,,,,,,0.9991996263105309,
QT_TUR_ESP_CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8048405151977367,0.8140239892828035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8272502853832344,0.8273587347991931,,,,,,,,,,,,,,,0.9991996263105309,,
QT_TUR_ESP_CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8977347940596605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9680039363160178,,,,,,,,,,,,,,,,
